Артикул,Бренд,Название,Характеристики,Аналоги,Марка,Модель
1160207106,Meyle,116 020 7106 Meyle Наконечник рульової тяги,"Автозапчастини:Розміщення: передній міст|
Автозапчастини:Сторона: справа|
Автозапчастини:Розташування на вісі: назовні|
Автозапчастини:Нарізь конуса: M12 x 1,5|
Автозапчастини:Нарізь кріплення: M14 x 1,5|
Автозапчастини:Тип нарізі кріплення: Внутрішня нарізь|
Автозапчастини:Додатково: із кріпильними матеріалами|
Автозапчастини:Гарантія: 6 міс або 20 тис. км|
","MOOG VO-ES-7106|
PROFIT 2302-0426|
SPIDAN 46224|
LEMFÖRDER 10249 02|
MONROE L29117|
DELPHI TA1081|
FEBI BILSTEIN 02238|
OPTIMAL G1-110|
","SEAT|
VW|
","Ibiza хетчбек 1999 р. - 2002 р.,
Inca фургон 1995 р. - 2003 р.,
Cordoba седан 1993 р. - 2002 р.,
Arosa хетчбек 1997 р. - 2004 р.,
Toledo хетчбек 1991 р. - 1999 р.,
Ibiza хетчбек 1993 р. - 2002 р.,
Cordoba універсал 1999 р. - 2002 р.,
Cordoba седан 1999 р. - 2002 р.,
Cordoba універсал 1996 р. - 2002 р.|
Caddy універсал 1995 р. - 2004 р.,
Jetta седан 1983 р. - 1992 р.,
Golf кабріолет 1998 р. - 2002 р.,
Polo седан 1995 р. - 2006 р.,
Golf універсал 1993 р. - 1999 р.,
Corrado купе 1987 р. - 1995 р.,
Polo універсал 1997 р. - 2001 р.,
Passat седан 1988 р. - 1997 р.,
Passat універсал 1988 р. - 1997 р.,
Polo фургон 1994 р. - 1999 р.,
Polo хетчбек 1994 р. - 1999 р.,
Golf хетчбек 1991 р. - 1998 р.,
Polo хетчбек 1999 р. - 2001 р.,
Vento седан 1991 р. - 1998 р.,
Golf хетчбек 1983 р. - 1992 р.,
Lupo хетчбек 1998 р. - 2005 р.,
Golf кабріолет 1993 р. - 1998 р.,
Caddy фургон 1995 р. - 2004 р.|
"
1160203916,Meyle,116 020 3916 Meyle Наконечник рульової тяги,"Автозапчастини:Розміщення: передній міст|
Автозапчастини:Сторона: двобічно|
Автозапчастини:Розташування на вісі: назовні|
Автозапчастини:Нарізь конуса: M10 x 1|
Автозапчастини:Нарізь кріплення: M14 x 1,5|
Автозапчастини:Тип нарізі кріплення: Внутрішня нарізь|
Автозапчастини:Додатково: із кріпильними матеріалами|
Автозапчастини:Гарантія: 6 міс або 20 тис. км|
","LEMFÖRDER 10146 02|
DELPHI TA1132|
FEBI BILSTEIN 02234|
OPTIMAL G1-105|
MOOG VO-ES-3026|
SIDEM 63236|
SWAG 32 71 0002|
TRW JTE139|
","AUDI|
VW|
","80 універсал 1991 р. - 1996 р.,
80 седан 1991 р. - 1994 р.,
80 седан 1978 р. - 1987 р.,
90 седан 1984 р. - 1987 р.,
90 седан 1987 р. - 1991 р.,
80 кабріолет 1991 р. - 2000 р.,
80 седан 1986 р. - 1991 р.,
80 купе 1980 р. - 1988 р.,
80 купе 1988 р. - 1996 р.|
Passat універсал 1980 р. - 1989 р.,
Passat седан 1984 р. - 1989 р.,
Passat хетчбек 1979 р. - 1989 р.|
"
02238,Febi,02238 Febi Наконечник рульової тяги,"Автозапчастини:Розміщення: передній міст|
Автозапчастини:Сторона: справа|
Автозапчастини:Розташування на вісі: назовні|
Автозапчастини:Нарізь конуса: M12 x 1,5|
Автозапчастини:Нарізь кріплення: M14 x 1,5|
Автозапчастини:Тип нарізі кріплення: Внутрішня нарізь|
Автозапчастини:Додатково: із кріпильними матеріалами|
Автозапчастини:Вага: 0.34 кг|
Автозапчастини:Гарантія: 6 міс або 20 тис. км|
","MOOG VO-ES-7106|
PROFIT 2302-0426|
SPIDAN 46224|
LEMFÖRDER 10249 02|
MONROE L29117|
DELPHI TA1081|
OPTIMAL G1-110|
MAPCO 19878|
","SEAT|
VW|
","Ibiza хетчбек 1999 р. - 2002 р.,
Inca фургон 1995 р. - 2003 р.,
Cordoba седан 1993 р. - 2002 р.,
Toledo хетчбек 1991 р. - 1999 р.,
Ibiza хетчбек 1993 р. - 2002 р.,
Cordoba універсал 1999 р. - 2002 р.,
Cordoba седан 1999 р. - 2002 р.,
Cordoba універсал 1996 р. - 2002 р.|
Jetta седан 1983 р. - 1992 р.,
Golf кабріолет 1998 р. - 2002 р.,
Polo седан 1995 р. - 2006 р.,
Golf універсал 1993 р. - 1999 р.,
Corrado купе 1987 р. - 1995 р.,
Polo універсал 1997 р. - 2001 р.,
Passat седан 1988 р. - 1997 р.,
Passat універсал 1988 р. - 1997 р.,
Golf хетчбек 1991 р. - 1998 р.,
Vento седан 1991 р. - 1998 р.,
Golf хетчбек 1983 р. - 1992 р.,
Golf кабріолет 1993 р. - 1998 р.,
Passat легковий фургон 1988 р. - 1996 р.|
"
JTE161,TRW,JTE161 TRW Наконечник рульової тяги,"Автозапчастини:Розміщення: передній міст|
Автозапчастини:Сторона: двобічно|
Автозапчастини:Розташування на вісі: назовні|
Автозапчастини:Нарізь конуса: M10 x 1,25|
Автозапчастини:Нарізь кріплення: M14 x 1,5|
Автозапчастини:Тип нарізі кріплення: зовнішня нарізь|
Автозапчастини:Додатково: із кріпильними матеріалами|
Автозапчастини:Гарантія: 6 міс або 20 тис. км|
","OCAP 0180640|
ASAM 70553|
OPTIMAL G1-091|
BORG & BECK BTR4090|
KEY PARTS KTR4090|
NK 5033702|
A.B.S. 230043|
FRAP 762|
","CITROËN|
PEUGEOT|
TALBOT|
","C15 фургон 1984 р. - 2005 р.,
C4 хетчбек 2004 р. - 2011 р.,
Berlingo фургон 1996 р. - 2011 р.,
ZX універсал 1993 р. - 1999 р.,
Xsara купе 1998 р. - 2005 р.,
C4 купе 2004 р. - 2011 р.,
Visa кабріолет 1983 р. - 1988 р.,
ZX хетчбек 1991 р. - 1999 р.,
C4 седан 2006 р. - Наш час,
Visa хетчбек 1978 р. - 1991 р.,
Xsara мінівен 1999 р. - Наш час,
Xsara універсал 1997 р. - 2010 р.,
Xsara фургон 2000 р. - 2005 р.,
C15 універсал 1987 р. - 2000 р.,
Xsara хетчбек 1997 р. - 2005 р.,
XM хетчбек 1989 р. - 1994 р.,
Berlingo мінівен 1996 р. - 2011 р.|
Partner мінівен 1996 р. - 2015 р.,
505 універсал 1982 р. - 1995 р.,
306 седан 1993 р. - 2003 р.,
307 універсал 2002 р. - Наш час,
205 фургон 1994 р. - 1997 р.,
306 легковий фургон 1993 р. - 2002 р.,
307 кабріолет 2003 р. - Наш час,
306 хетчбек 1993 р. - 2003 р.,
205 фургон 1983 р. - 1990 р.,
205 хетчбек 1987 р. - 1998 р.,
305 седан 1982 р. - 1990 р.,
306 кабріолет 1994 р. - 2002 р.,
Partner фургон 1996 р. - 2015 р.,
205 хетчбек 1983 р. - 1987 р.,
309 хетчбек 1985 р. - 1989 р.,
307 хетчбек 2000 р. - Наш час,
205 кабріолет 1986 р. - 1994 р.,
305 універсал 1982 р. - 1990 р.,
309 хетчбек 1989 р. - 1993 р.,
505 седан 1979 р. - 1996 р.,
306 універсал 1994 р. - 2002 р.|
"
JTE1134,TRW,JTE1134 TRW Наконечник рульової тяги,"Автозапчастини:Розміщення: передній міст|
Автозапчастини:Сторона: зліва|
Автозапчастини:Розташування на вісі: назовні|
Автозапчастини:Нарізь конуса: M10 x 1,25|
Автозапчастини:Нарізь кріплення: M14 x 1,5|
Автозапчастини:Тип нарізі кріплення: Внутрішня нарізь|
Автозапчастини:Додатково: із кріпильними матеріалами|
Автозапчастини:Гарантія: 6 міс або 20 тис. км|
", ,"RENAULT|
","Fluence седан 2010 р. - Наш час,
Megane універсал 2008 р. - Наш час,
Scénic мінівен 2009 р. - Наш час,
Grand Scénic мінівен 2009 р. - Наш час,
Megane хетчбек 2008 р. - Наш час,
Megane купе 2008 р. - Наш час,
Megane кабріолет 2010 р. - Наш час|
"
JTE1113,TRW,JTE1113 TRW Наконечник рульової тяги,"Автозапчастини:Розміщення: передній міст|
Автозапчастини:Сторона: зліва|
Автозапчастини:Розташування на вісі: назовні|
Автозапчастини:Нарізь конуса: M10 x 1,25|
Автозапчастини:Нарізь кріплення: M14 x 1,5|
Автозапчастини:Тип нарізі кріплення: Внутрішня нарізь|
Автозапчастини:Додатково: із кріпильними матеріалами|
Автозапчастини:Гарантія: 6 міс або 20 тис. км|
","LEMFÖRDER 32011 02|
DELPHI TA2500|
FEBI BILSTEIN 36095|
SIDEM 5838|
SWAG 60 93 6095|
DENCKERMANN D130363|
TOPRAN 700 737|
RTS 91-90432-210|
","MERCEDES-BENZ|
RENAULT|
","Citan легковий фургон 2012 р. - Наш час,
Citan фургон 2012 р. - Наш час,
Citan універсал 2012 р. - Наш час|
Kangoo мінівен 2008 р. - Наш час,
Kangoo Express фургон 2008 р. - Наш час,
Kangoo мінівен 1997 р. - Наш час,
Kangoo мінівен 2009 р. - Наш час|
"
23020426,Profit,2302-0426 Profit Наконечник рульової тяги,"Автозапчастини:Розміщення: передній міст|
Автозапчастини:Сторона: справа|
Автозапчастини:Розташування на вісі: назовні|
Автозапчастини:Нарізь конуса: M12 x 1,5|
Автозапчастини:Нарізь кріплення: M14 x 1,5|
Автозапчастини:Тип нарізі кріплення: Внутрішня нарізь|
Автозапчастини:Додатково: із кріпильними матеріалами|
Автозапчастини:Вага: 0.41 кг|
Автозапчастини:Гарантія: 6 міс або 20 тис. км|
","MOOG VO-ES-7106|
SPIDAN 46224|
LEMFÖRDER 10249 02|
MONROE L29117|
DELPHI TA1081|
FEBI BILSTEIN 02238|
OPTIMAL G1-110|
MAPCO 19878|
","SEAT|
VW|
","Toledo хетчбек 1991 р. - 1999 р.,
Ibiza хетчбек 1999 р. - 2002 р.,
Inca фургон 1995 р. - 2003 р.,
Ibiza хетчбек 1993 р. - 2002 р.|
Caddy універсал 1995 р. - 2004 р.,
Jetta седан 1983 р. - 1992 р.,
Polo седан 1995 р. - 2006 р.,
Golf універсал 1993 р. - 1999 р.,
Corrado купе 1987 р. - 1995 р.,
Polo універсал 1997 р. - 2001 р.,
Passat седан 1988 р. - 1997 р.,
Passat універсал 1988 р. - 1997 р.,
Vento седан 1991 р. - 1998 р.,
Golf хетчбек 1983 р. - 1992 р.,
Golf хетчбек 1991 р. - 1998 р.,
Caddy фургон 1995 р. - 2004 р.|
"
TA1081,Delphi,TA1081 Delphi Наконечник рульової тяги,"Автозапчастини:Розміщення: передній міст|
Автозапчастини:Сторона: справа|
Автозапчастини:Розташування на вісі: назовні|
Автозапчастини:Нарізь конуса: M12 x 1,5|
Автозапчастини:Нарізь кріплення: M14 x 1,5|
Автозапчастини:Тип нарізі кріплення: Внутрішня нарізь|
Автозапчастини:Додатково: із кріпильними матеріалами|
Автозапчастини:Вага: 0.35 кг|
Автозапчастини:Парні номери артикулів: TA1237|
Автозапчастини:Гарантія: 6 міс або 20 тис. км|
","MOOG VO-ES-7106|
PROFIT 2302-0426|
SPIDAN 46224|
LEMFÖRDER 10249 02|
MONROE L29117|
FEBI BILSTEIN 02238|
OPTIMAL G1-110|
MAPCO 19878|
","SEAT|
VW|
","Ibiza хетчбек 1999 р. - 2002 р.,
Inca фургон 1995 р. - 2003 р.,
Cordoba седан 1993 р. - 2002 р.,
Arosa хетчбек 1997 р. - 2004 р.,
Toledo хетчбек 1991 р. - 1999 р.,
Ibiza хетчбек 1993 р. - 2002 р.,
Cordoba універсал 1999 р. - 2002 р.,
Cordoba седан 1999 р. - 2002 р.,
Cordoba універсал 1996 р. - 2002 р.|
Caddy універсал 1995 р. - 2004 р.,
Jetta седан 1983 р. - 1992 р.,
Golf кабріолет 1998 р. - 2002 р.,
Polo седан 1995 р. - 2006 р.,
Golf універсал 1993 р. - 1999 р.,
Corrado купе 1987 р. - 1995 р.,
Polo універсал 1997 р. - 2001 р.,
Passat седан 1988 р. - 1997 р.,
Passat універсал 1988 р. - 1997 р.,
Polo хетчбек 1994 р. - 1999 р.,
Golf хетчбек 1991 р. - 1998 р.,
Polo хетчбек 1999 р. - 2001 р.,
Vento седан 1991 р. - 1998 р.,
Golf хетчбек 1983 р. - 1992 р.,
Lupo хетчбек 1998 р. - 2005 р.,
Golf кабріолет 1993 р. - 1998 р.,
Caddy фургон 1995 р. - 2004 р.|
"
30710023,SWAG,30 71 0023 SWAG Наконечник рульової тяги,"Автозапчастини:Розміщення: передній міст|
Автозапчастини:Сторона: справа|
Автозапчастини:Розташування на вісі: назовні|
Автозапчастини:Нарізь конуса: M12 x 1,5|
Автозапчастини:Нарізь кріплення: M14 x 1,5|
Автозапчастини:Тип нарізі кріплення: Внутрішня нарізь|
Автозапчастини:Додатково: із кріпильними матеріалами|
Автозапчастини:Парні номери артикулів: 30710024|
Автозапчастини:Гарантія: 6 міс або 20 тис. км|
","MOOG VO-ES-7106|
PROFIT 2302-0426|
SPIDAN 46224|
LEMFÖRDER 10249 02|
MONROE L29117|
DELPHI TA1081|
FEBI BILSTEIN 02238|
OPTIMAL G1-110|
","SEAT|
VW|
","Ibiza хетчбек 1999 р. - 2002 р.,
Inca фургон 1995 р. - 2003 р.,
Cordoba седан 1993 р. - 2002 р.,
Toledo хетчбек 1991 р. - 1999 р.,
Ibiza хетчбек 1993 р. - 2002 р.,
Cordoba універсал 1999 р. - 2002 р.,
Cordoba седан 1999 р. - 2002 р.,
Cordoba універсал 1996 р. - 2002 р.|
Jetta седан 1983 р. - 1992 р.,
Golf кабріолет 1998 р. - 2002 р.,
Polo седан 1995 р. - 2006 р.,
Golf універсал 1993 р. - 1999 р.,
Corrado купе 1987 р. - 1995 р.,
Polo універсал 1997 р. - 2001 р.,
Passat седан 1988 р. - 1997 р.,
Passat універсал 1988 р. - 1997 р.,
Golf хетчбек 1991 р. - 1998 р.,
Vento седан 1991 р. - 1998 р.,
Golf хетчбек 1983 р. - 1992 р.,
Golf кабріолет 1993 р. - 1998 р.,
Passat легковий фургон 1988 р. - 1996 р.|
"
40710007,SWAG,40 71 0007 SWAG Наконечник рульової тяги,"Автозапчастини:Розміщення: передній міст|
Автозапчастини:Сторона: зліва|
Автозапчастини:Розташування на вісі: назовні|
Автозапчастини:Нарізь кріплення: M16 x 1,5|
Автозапчастини:Тип нарізі кріплення: Внутрішня нарізь|
Автозапчастини:Додатково: із кріпильними матеріалами|
Автозапчастини:Вага: 0.40 кг|
Автозапчастини:Парні номери артикулів: 40710006|
Автозапчастини:Гарантія: 6 міс або 20 тис. км|
","RTS 91-00318|
SPIDAN 46805|
FEBI BILSTEIN 02635|
SIDEM 9834|
JP GROUP 1244600670|
FRAP 848|
PROFIT 2302-0277|
JAPANPARTS TI-D51L|
","DAEWOO|
OPEL|
VAUXHALL|
","Lanos хетчбек 1997 р. - Наш час,
Espero седан 1991 р. - 1999 р.,
Nexia хетчбек 1995 р. - 1997 р.,
Nexia седан 1995 р. - 2008 р.,
Lanos седан 1997 р. - Наш час|
Kadett фургон 1986 р. - 1994 р.,
Kadett універсал 1984 р. - 1991 р.,
Ascona седан 1981 р. - 1988 р.,
Ascona хетчбек 1981 р. - 1988 р.,
Kadett фургон 1984 р. - 1993 р.,
Kadett кабріолет 1986 р. - 1993 р.,
Kadett седан 1984 р. - 1993 р.,
Kadett хетчбек 1984 р. - 1991 р.|
"
4006148,Sasic,4006148 Sasic Наконечник рульової тяги,"Автозапчастини:Розміщення: передній міст|
Автозапчастини:Сторона: справа|
Автозапчастини:Розташування на вісі: назовні|
Автозапчастини:Тип нарізі кріплення: Внутрішня нарізь|
Автозапчастини:Додатково: із кріпильними матеріалами|
Автозапчастини:Гарантія: 6 міс або 20 тис. км|
","TALOSA 42-06343|
SPIDAN 45889|
LEMFÖRDER 25511 01|
MONROE L10105|
DELPHI TA1815|
FEBI BILSTEIN 21284|
NK 5033664|
OPTIMAL G1-1218|
","NISSAN|
OPEL|
RENAULT|
","Primastar фургон 2002 р. - Наш час,
Primastar автобус 2001 р. - Наш час|
Vivaro з бортом 2001 р. - Наш час,
Vivaro автобус 2001 р. - Наш час,
Vivaro фургон 2001 р. - Наш час|
Trafic з бортом 2001 р. - Наш час,
Trafic фургон 2001 р. - Наш час,
Laguna хетчбек 2001 р. - Наш час,
Trafic автобус 2001 р. - Наш час,
Laguna універсал 2001 р. - Наш час,
Espace мінівен 2002 р. - Наш час,
Vel satis мінівен 2002 р. - Наш час|
"
зліва,CTR,CEKH35L CTR Наконечник рульової тяги,"Автозапчастини:Розміщення: передній міст|
Автозапчастини:Сторона: зліва|
Автозапчастини:Розташування на вісі: назовні|
Автозапчастини:Нарізь конуса: M12 x 1,25|
Автозапчастини:Нарізь кріплення: M16 x 1,5|
Автозапчастини:Тип нарізі кріплення: Внутрішня нарізь|
Автозапчастини:Додатково: із кріпильними матеріалами|
Автозапчастини:Парні номери артикулів: CEKH35R|
Автозапчастини:Гарантія: 6 міс або 20 тис. км|
", ,"HYUNDAI|
KIA|
","Tucson позашляховик 2004 р. - 2021 р.|
Sportage позашляховик 2004 р. - Наш час|
"
03583,Febi,03583 Febi Наконечник рульової тяги,"Автозапчастини:Розміщення: передній міст|
Автозапчастини:Сторона: зліва|
Автозапчастини:Розташування на вісі: назовні|
Автозапчастини:Нарізь конуса: M12 x 1,5|
Автозапчастини:Нарізь кріплення: M14 x 1,5|
Автозапчастини:Тип нарізі кріплення: Внутрішня нарізь|
Автозапчастини:Додатково: із кріпильними матеріалами|
Автозапчастини:Вага: 0.32 кг|
Автозапчастини:Гарантія: 6 міс або 20 тис. км|
","MOOG VO-ES-7139|
PROFIT 2302-0430|
SPIDAN 46030|
RUVILLE 915434|
LEMFÖRDER 10250 02|
MONROE L29118|
QUINTON HAZELL QR2767S|
DELPHI TA1237|
","SEAT|
VW|
","Ibiza хетчбек 1999 р. - 2002 р.,
Inca фургон 1995 р. - 2003 р.,
Cordoba седан 1993 р. - 2002 р.,
Toledo хетчбек 1991 р. - 1999 р.,
Ibiza хетчбек 1993 р. - 2002 р.,
Cordoba універсал 1999 р. - 2002 р.,
Cordoba седан 1999 р. - 2002 р.,
Cordoba універсал 1996 р. - 2002 р.|
Jetta седан 1983 р. - 1992 р.,
Golf кабріолет 1998 р. - 2002 р.,
Polo седан 1995 р. - 2006 р.,
Golf універсал 1993 р. - 1999 р.,
Corrado купе 1987 р. - 1995 р.,
Polo універсал 1997 р. - 2001 р.,
Passat седан 1988 р. - 1997 р.,
Passat універсал 1988 р. - 1997 р.,
Golf хетчбек 1991 р. - 1998 р.,
Vento седан 1991 р. - 1998 р.,
Golf хетчбек 1983 р. - 1992 р.,
Golf кабріолет 1993 р. - 1998 р.,
Passat легковий фургон 1988 р. - 1996 р.|
"
40710009,SWAG,40 71 0009 SWAG Наконечник рульової тяги,"Автозапчастини:Розміщення: передній міст|
Автозапчастини:Сторона: справа|
Автозапчастини:Розташування на вісі: назовні|
Автозапчастини:Нарізь кріплення: M16 x 2|
Автозапчастини:Тип нарізі кріплення: Внутрішня нарізь|
Автозапчастини:Додатково: із кріпильними матеріалами|
Автозапчастини:Вага: 0.42 кг|
Автозапчастини:Парні номери артикулів: 40710008|
Автозапчастини:Гарантія: 6 міс або 20 тис. км|
","SPIDAN 40578|
RUVILLE 915325|
LEMFÖRDER 12180 02|
MONROE L24111|
QUINTON HAZELL QR2384S|
DELPHI TA1210|
FEBI BILSTEIN 05200|
NK 5033638|
","OPEL|
SAAB|
VAUXHALL|
","Astra хетчбек 1998 р. - 2002 р.,
Astra седан 1998 р. - 2002 р.,
Astra седан 1991 р. - 1998 р.,
Astra хетчбек 1991 р. - 1998 р.,
Calibra купе 1990 р. - 1997 р.,
Astra універсал 1991 р. - 1998 р.,
Vectra седан 1988 р. - 1995 р.,
Astra універсал 1998 р. - 2005 р.,
Astra фургон 1991 р. - 1999 р.,
Astra кабріолет 1993 р. - 2001 р.,
Vectra хетчбек 1988 р. - 1995 р.|
9-3 кабріолет 1998 р. - 2003 р.,
900 хетчбек 1993 р. - 1998 р.,
900 кабріолет 1993 р. - 1998 р.,
900 купе 1993 р. - 1998 р.,
9-3 хетчбек 1998 р. - 2003 р.|
"
40710008,SWAG,40 71 0008 SWAG Наконечник рульової тяги,"Автозапчастини:Розміщення: передній міст|
Автозапчастини:Сторона: зліва|
Автозапчастини:Розташування на вісі: назовні|
Автозапчастини:Нарізь кріплення: M16 x 2|
Автозапчастини:Тип нарізі кріплення: Внутрішня нарізь|
Автозапчастини:Додатково: із кріпильними матеріалами|
Автозапчастини:Вага: 0.42 кг|
Автозапчастини:Парні номери артикулів: 40710009|
Автозапчастини:Гарантія: 6 міс або 20 тис. км|
","SPIDAN 40577|
RUVILLE 915324|
LEMFÖRDER 12179 02|
MONROE L24112|
QUINTON HAZELL QR2383S|
DELPHI TA1209|
FEBI BILSTEIN 05201|
NK 5033637|
","OPEL|
SAAB|
VAUXHALL|
","Astra хетчбек 1998 р. - 2002 р.,
Astra седан 1998 р. - 2002 р.,
Astra седан 1991 р. - 1998 р.,
Astra хетчбек 1991 р. - 1998 р.,
Calibra купе 1990 р. - 1997 р.,
Astra універсал 1991 р. - 1998 р.,
Vectra седан 1988 р. - 1995 р.,
Astra універсал 1998 р. - 2005 р.,
Astra фургон 1991 р. - 1999 р.,
Astra кабріолет 1993 р. - 2001 р.,
Vectra хетчбек 1988 р. - 1995 р.|
9-3 кабріолет 1998 р. - 2003 р.,
900 хетчбек 1993 р. - 1998 р.,
900 кабріолет 1993 р. - 1998 р.,
900 купе 1993 р. - 1998 р.,
9-3 хетчбек 1998 р. - 2003 р.|
"
TA1914,Delphi,TA1914 Delphi Наконечник рульової тяги,"Автозапчастини:Розміщення: передній міст|
Автозапчастини:Сторона: зліва|
Автозапчастини:Розташування на вісі: назовні|
Автозапчастини:Нарізь конуса: M12 x 1,5|
Автозапчастини:Нарізь кріплення: M16 x 1,5|
Автозапчастини:Тип нарізі кріплення: Внутрішня нарізь|
Автозапчастини:Додатково: із кріпильними матеріалами|
Автозапчастини:Вага: 0.48 кг|
Автозапчастини:Парні номери артикулів: TA1915|
Автозапчастини:Гарантія: 6 міс або 20 тис. км|
", ,"AUDI|
SEAT|
SKODA|
VW|
","Q2 позашляховик 2016 р. - Наш час,
A3 седан 2020 р. - 2021 р.,
A3 хетчбек 2003 р. - 2012 р.,
Q3 позашляховик 2011 р. - Наш час,
A3 хетчбек 2012 р. - Наш час,
A3 седан 2013 р. - Наш час,
A3 хетчбек 2019 р. - 2021 р.,
A3 кабріолет 2008 р. - 2013 р.,
Q3 позашляховик 2019 р. - 2021 р.,
A3 хетчбек 2004 р. - 2013 р.,
Q3 позашляховик 2018 р. - 2021 р.,
A3 кабріолет 2013 р. - Наш час|
Leon хетчбек 2005 р. - 2021 р.,
Leon купе 2013 р. - Наш час,
Toledo мінівен 2004 р. - 2009 р.,
Leon хетчбек 2012 р. - Наш час,
Leon хетчбек 2019 р. - 2021 р.,
Altea мінівен 2004 р. - Наш час,
Altea мінівен 2006 р. - Наш час,
Leon універсал 2013 р. - Наш час,
Leon універсал 2020 р. - 2021 р.,
Alhambra мінівен 2010 р. - Наш час,
Tarraco позашляховик 2018 р. - 2021 р.|
Octavia універсал 2004 р. - 2013 р.,
Yeti позашляховик 2009 р. - Наш час,
Octavia хетчбек 2012 р. - Наш час,
Octavia хетчбек 2020 р. - 2021 р.,
Superb універсал 2009 р. - 2015 р.,
Octavia універсал 2012 р. - Наш час,
Superb хетчбек 2008 р. - 2015 р.,
Octavia хетчбек 2004 р. - 2013 р.,
Octavia універсал 2019 р. - 2021 р.|
Golf кабріолет 2011 р. - Наш час,
T-Roc кабріолет 2019 р. - 2021 р.,
Arteon універсал 2020 р. - 2021 р.,
Jetta седан 2005 р. - 2010 р.,
Passat універсал 2005 р. - 2011 р.,
Golf хетчбек 2019 р. - 2021 р.,
Passat універсал 2010 р. - 2015 р.,
Jetta седан 2010 р. - Наш час,
Golf універсал 2013 р. - Наш час,
Golf хетчбек 2003 р. - 2009 р.,
Golf хетчбек 2012 р. - Наш час,
Beetle кабріолет 2011 р. - Наш час,
Golf хетчбек 2008 р. - 2013 р.,
Beetle хетчбек 2011 р. - Наш час,
Golf хетчбек 2005 р. - 2013 р.,
Passat купе 2008 р. - 2012 р.,
Passat седан 2014 р. - Наш час,
Passat седан 2005 р. - 2010 р.,
Scirocco купе 2008 р. - Наш час,
Passat універсал 2012 р. - 2014 р.,
Caddy універсал 2004 р. - 2015 р.,
Golf універсал 2009 р. - 2013 р.,
Tiguan позашляховик 2007 р. - Наш час,
Touran мінівен 2003 р. - 2010 р.,
Touran мінівен 2010 р. - 2015 р.,
Passat седан 2010 р. - 2014 р.,
CC купе 2011 р. - Наш час,
Golf хетчбек 2014 р. - Наш час,
Eos кабріолет 2006 р. - 2021 р.,
Sharan мінівен 2010 р. - Наш час,
Golf універсал 2007 р. - 2009 р.,
Golf універсал 2020 р. - 2021 р.,
Passat універсал 2015 р. - Наш час,
Passat універсал 2014 р. - Наш час,
Caddy фургон 2004 р. - 2015 р.|
"
4006147,Sasic,4006147 Sasic Наконечник рульової тяги,"Автозапчастини:Розміщення: передній міст|
Автозапчастини:Сторона: зліва|
Автозапчастини:Розташування на вісі: назовні|
Автозапчастини:Тип нарізі кріплення: Внутрішня нарізь|
Автозапчастини:Додатково: із кріпильними матеріалами|
Автозапчастини:Гарантія: 6 міс або 20 тис. км|
","TALOSA 42-06344|
SPIDAN 45888|
RUVILLE 915568|
LEMFÖRDER 25510 01|
MONROE L10106|
DELPHI TA1814|
FEBI BILSTEIN 21283|
NK 5033663|
","NISSAN|
OPEL|
RENAULT|
","Primastar фургон 2002 р. - Наш час,
Primastar автобус 2001 р. - Наш час|
Vivaro з бортом 2001 р. - Наш час,
Vivaro автобус 2001 р. - Наш час,
Vivaro фургон 2001 р. - Наш час|
Trafic з бортом 2001 р. - Наш час,
Trafic фургон 2001 р. - Наш час,
Laguna хетчбек 2001 р. - Наш час,
Trafic автобус 2001 р. - Наш час,
Laguna універсал 2001 р. - Наш час,
Espace мінівен 2002 р. - Наш час,
Vel satis мінівен 2002 р. - Наш час|
"
