Артикул,Бренд,Название,Характеристики,Аналоги,Марка,Модель
1840100601,Sakes,1840100601 Sakes Натягувач ланцюга, , ,"AUDI|
SEAT|
SKODA|
VW|
","A4 седан 2000 р. - 2004 р.,
A1 хетчбек 2010 р. - Наш час,
A4 кабріолет 2002 р. - 2009 р.,
A4 седан 2004 р. - 2008 р.,
A6 універсал 2005 р. - 2011 р.,
A4 універсал 2001 р. - 2004 р.,
A6 седан 2004 р. - 2011 р.,
A3 хетчбек 2003 р. - 2012 р.,
TT кабріолет 2007 р. - 2014 р.,
TT купе 2006 р. - 2014 р.,
A4 універсал 2004 р. - 2008 р.,
A3 хетчбек 2004 р. - 2013 р.|
Leon хетчбек 2005 р. - 2021 р.,
Exeo седан 2008 р. - Наш час,
Altea мінівен 2004 р. - Наш час,
Toledo мінівен 2004 р. - 2009 р.,
Altea мінівен 2006 р. - Наш час,
Exeo універсал 2009 р. - Наш час|
Octavia універсал 2004 р. - 2013 р.,
Octavia хетчбек 2004 р. - 2013 р.|
Passat седан 2000 р. - 2005 р.,
Golf хетчбек 2008 р. - 2013 р.,
Golf хетчбек 2005 р. - 2013 р.,
Caddy універсал 1995 р. - 2004 р.,
Golf кабріолет 2011 р. - Наш час,
Passat седан 2005 р. - 2010 р.,
Polo хетчбек 2009 р. - Наш час,
Scirocco купе 2008 р. - Наш час,
Touran мінівен 2003 р. - 2010 р.,
Passat універсал 2005 р. - 2011 р.,
Jetta седан 2005 р. - 2010 р.,
Golf універсал 2007 р. - 2009 р.,
Eos кабріолет 2006 р. - 2021 р.,
Golf хетчбек 2003 р. - 2009 р.|
"
28458,Febi,28458 Febi Натягувач ланцюга, ,"SWAG 70 92 8458|
RUVILLE 3458003|
","ALFA ROMEO|
CHEVROLET|
CITROËN|
FIAT|
FORD|
LANCIA|
OPEL|
SUZUKI|
VAUXHALL|
","Mito хетчбек 2008 р. - Наш час|
Aveo седан 2011 р. - Наш час,
Aveo хетчбек 2011 р. - Наш час|
Nemo фургон 2008 р. - Наш час,
Nemo універсал 2009 р. - Наш час|
Tipo універсал 2016 р. - Наш час,
Grande Punto хетчбек 2005 р. - Наш час,
Doblo мінівен 2009 р. - Наш час,
Doblo легковий фургон 2010 р. - Наш час,
Doblo мінівен 2001 р. - Наш час,
Idea мінівен 2003 р. - Наш час,
Punto хетчбек 1999 р. - 2012 р.,
Strada пікап 1998 р. - Наш час,
Punto хетчбек 2008 р. - Наш час,
Siena седан 1996 р. - 2021 р.,
500 кабріолет 2009 р. - Наш час,
Qubo мінівен 2008 р. - Наш час,
Panda хетчбек 2003 р. - Наш час,
Strada пікап 2009 р. - Наш час,
Doblo легковий фургон 2000 р. - Наш час,
500 хетчбек 2007 р. - Наш час,
Panda хетчбек 2012 р. - Наш час,
Doblo з бортом 2010 р. - Наш час,
Tipo седан 2015 р. - Наш час,
500 хетчбек 2012 р. - Наш час,
Panda фургон 2004 р. - Наш час,
Tipo хетчбек 2016 р. - Наш час,
Punto хетчбек 2012 р. - Наш час,
Fiorino легковий фургон 2007 р. - Наш час,
Idea фургон 2003 р. - 2021 р.,
Linea седан 2007 р. - Наш час,
Panda фургон 2012 р. - Наш час,
Punto фургон 2000 р. - 2009 р.,
500X хетчбек 2014 р. - Наш час,
Grande Punto фургон 2006 р. - Наш час|
Ka хетчбек 2008 р. - Наш час|
Ypsilon хетчбек 2003 р. - 2011 р.,
Musa мінівен 2004 р. - 2012 р.,
Ypsilon хетчбек 2011 р. - Наш час|
Agila хетчбек 2008 р. - Наш час,
Astra фургон 2004 р. - 2010 р.,
Combo мінівен 2012 р. - Наш час,
Corsa фургон 2000 р. - Наш час,
Meriva мінівен 2010 р. - Наш час,
Agila хетчбек 2000 р. - 2007 р.,
Astra седан 2012 р. - Наш час,
Corsa фургон 2006 р. - Наш час,
Astra хетчбек 2004 р. - 2014 р.,
Astra універсал 2010 р. - Наш час,
Corsa хетчбек 2014 р. - Наш час,
Corsa фургон 2014 р. - Наш час,
Corsa хетчбек 2000 р. - 2009 р.,
Meriva мінівен 2003 р. - 2010 р.,
Astra хетчбек 2009 р. - Наш час,
Tigra кабріолет 2004 р. - Наш час,
Astra універсал 2004 р. - 2014 р.,
Corsa хетчбек 2006 р. - Наш час,
Astra седан 2007 р. - 2014 р.,
Combo мінівен 2001 р. - Наш час,
Combo легковий фургон 2001 р. - Наш час,
Astra хетчбек 2005 р. - 2010 р.,
Combo легковий фургон 2012 р. - Наш час|
Wagon R мінівен 2000 р. - Наш час,
Swift хетчбек 2005 р. - Наш час,
Swift хетчбек 2010 р. - Наш час,
Ignis позашляховик 2003 р. - Наш час|
"
b1t015,Borsehung,b1t015 Borsehung Натягувач ланцюга, , ,"AUDI|
SEAT|
SKODA|
VW|
","A4 седан 2000 р. - 2004 р.,
A1 хетчбек 2010 р. - Наш час,
A4 кабріолет 2002 р. - 2009 р.,
A4 седан 2004 р. - 2008 р.,
A6 універсал 2005 р. - 2011 р.,
A4 універсал 2001 р. - 2004 р.,
A6 седан 2004 р. - 2011 р.,
A3 хетчбек 2003 р. - 2012 р.,
TT кабріолет 2007 р. - 2014 р.,
TT купе 2006 р. - 2014 р.,
A4 універсал 2004 р. - 2008 р.,
A3 хетчбек 2004 р. - 2013 р.|
Leon хетчбек 2005 р. - 2021 р.,
Exeo седан 2008 р. - Наш час,
Altea мінівен 2004 р. - Наш час,
Toledo мінівен 2004 р. - 2009 р.,
Altea мінівен 2006 р. - Наш час,
Exeo універсал 2009 р. - Наш час|
Octavia універсал 2004 р. - 2013 р.,
Octavia хетчбек 2004 р. - 2013 р.|
Passat седан 2000 р. - 2005 р.,
Golf хетчбек 2008 р. - 2013 р.,
Golf хетчбек 2005 р. - 2013 р.,
Caddy універсал 1995 р. - 2004 р.,
Golf кабріолет 2011 р. - Наш час,
Passat седан 2005 р. - 2010 р.,
Polo хетчбек 2009 р. - Наш час,
Scirocco купе 2008 р. - Наш час,
Touran мінівен 2003 р. - 2010 р.,
Passat універсал 2005 р. - 2011 р.,
Jetta седан 2005 р. - 2010 р.,
Golf універсал 2007 р. - 2009 р.,
Eos кабріолет 2006 р. - 2021 р.,
Golf хетчбек 2003 р. - 2009 р.|
"
55352909,General Motors,55352909 General Motors Ланцюг привода розподільного вала (комплект), , ,"CHEVROLET|
OPEL|
","Cruze хетчбек 2010 р. - Наш час,
Cruze універсал 2012 р. - Наш час,
Tracker позашляховик 2012 р. - Наш час,
Aveo хетчбек 2011 р. - Наш час,
Aveo седан 2011 р. - Наш час|
Mokka позашляховик 2012 р. - Наш час,
Corsa фургон 2000 р. - Наш час,
Meriva мінівен 2010 р. - Наш час,
Agila хетчбек 2000 р. - 2007 р.,
Astra седан 2012 р. - Наш час,
Corsa фургон 2006 р. - Наш час,
Astra хетчбек 2004 р. - 2014 р.,
Astra універсал 2010 р. - Наш час,
Corsa хетчбек 2000 р. - 2009 р.,
Adam хетчбек 2012 р. - Наш час,
Insignia хетчбек 2008 р. - Наш час,
Astra хетчбек 1998 р. - 2009 р.,
Astra хетчбек 2011 р. - Наш час,
Meriva мінівен 2003 р. - 2010 р.,
Astra хетчбек 2009 р. - Наш час,
Tigra кабріолет 2004 р. - Наш час,
Astra універсал 2004 р. - 2014 р.,
Corsa хетчбек 2006 р. - Наш час,
Zafira мінівен 2011 р. - Наш час,
Corsa хетчбек 1993 р. - 2002 р.,
Astra кабріолет 2005 р. - 2010 р.,
Astra седан 1998 р. - 2009 р.,
Combo мінівен 2001 р. - Наш час,
Astra універсал 1998 р. - 2009 р.,
Combo легковий фургон 2001 р. - Наш час,
Astra хетчбек 2005 р. - 2010 р.|
"
247283,Volvo,247283 Volvo Натягувач ланцюга, , ,,
1112600900,JP group,1112600900 JP group Натягувач ланцюга, , ,"AUDI|
SEAT|
SKODA|
VW|
","Q5 позашляховик 2008 р. - Наш час,
A4 седан 2007 р. - 2015 р.,
A4 універсал 2009 р. - 2016 р.,
A5 купе 2007 р. - 2017 р.,
A5 хетчбек 2009 р. - 2017 р.,
A3 кабріолет 2008 р. - 2013 р.,
TT купе 2006 р. - 2014 р.,
A5 кабріолет 2009 р. - 2017 р.,
TT кабріолет 2007 р. - 2014 р.,
A3 хетчбек 2003 р. - 2012 р.,
A6 седан 2010 р. - Наш час,
A6 універсал 2011 р. - Наш час,
A4 універсал 2007 р. - 2015 р.,
A3 хетчбек 2004 р. - 2013 р.|
Leon хетчбек 2005 р. - 2021 р.,
Exeo седан 2008 р. - Наш час,
Alhambra мінівен 2010 р. - Наш час,
Altea мінівен 2004 р. - Наш час,
Toledo мінівен 2004 р. - 2009 р.,
Altea мінівен 2006 р. - Наш час,
Exeo універсал 2009 р. - Наш час|
Superb хетчбек 2008 р. - 2015 р.,
Octavia універсал 2004 р. - 2013 р.,
Octavia хетчбек 2004 р. - 2013 р.,
Superb універсал 2009 р. - 2015 р.,
Yeti позашляховик 2009 р. - Наш час|
Amarok пікап 2010 р. - Наш час,
Transporter фургон 2003 р. - Наш час,
Golf універсал 2009 р. - 2013 р.,
Jetta седан 2005 р. - 2010 р.,
Passat купе 2008 р. - 2012 р.,
CC купе 2011 р. - Наш час,
Sharan мінівен 2010 р. - Наш час,
Beetle кабріолет 2011 р. - Наш час,
Golf хетчбек 2008 р. - 2013 р.,
Jetta седан 2010 р. - Наш час,
Transporter з бортом 2003 р. - Наш час,
Passat седан 2010 р. - 2014 р.,
Passat універсал 2005 р. - 2011 р.,
Beetle хетчбек 2011 р. - Наш час,
Transporter автобус 2015 р. - Наш час,
Tiguan позашляховик 2007 р. - Наш час,
Golf універсал 2007 р. - 2009 р.,
Passat універсал 2010 р. - 2015 р.,
Transporter фургон 2015 р. - Наш час,
Transporter автобус 2003 р. - Наш час,
Passat седан 2005 р. - 2010 р.,
Scirocco купе 2008 р. - Наш час,
Transporter з бортом 2015 р. - Наш час,
Eos кабріолет 2006 р. - 2021 р.,
Golf хетчбек 2003 р. - 2009 р.|
"
12119,Febi,12119 Febi Натягувач ланцюга, ,"SWAG 40 10 0006|
","OPEL|
VAUXHALL|
","Corsa хетчбек 2006 р. - Наш час,
Corsa хетчбек 1993 р. - 2002 р.,
Astra седан 1998 р. - 2009 р.,
Combo мінівен 2001 р. - Наш час,
Corsa фургон 2000 р. - Наш час,
Meriva мінівен 2003 р. - 2010 р.,
Astra універсал 1998 р. - 2009 р.,
Combo легковий фургон 2001 р. - Наш час,
Agila хетчбек 2000 р. - 2007 р.,
Astra хетчбек 2005 р. - 2010 р.,
Tigra кабріолет 2004 р. - Наш час,
Corsa хетчбек 2000 р. - 2009 р.,
Astra хетчбек 2004 р. - 2014 р.,
Corsa фургон 2006 р. - Наш час,
Astra універсал 2004 р. - 2014 р.,
Astra хетчбек 1998 р. - 2009 р.|
"
502635,Topran,502635 Topran Натягувач ланцюга, , ,"BMW|
CITROËN|
MINI|
PEUGEOT|
","3 Series універсал 2011 р. - Наш час,
1 Series хетчбек 2011 р. - Наш час,
3 Series седан 2011 р. - Наш час,
1 Series хетчбек 2010 р. - Наш час|
C5 позашляховик 2018 р. - 2021 р.,
DS5 хетчбек 2011 р. - 2015 р.,
C5 універсал 2008 р. - Наш час,
C4 мінівен 2006 р. - Наш час,
C4 мінівен 2013 р. - Наш час,
DS3 хетчбек 2009 р. - 2015 р.,
C5 седан 2008 р. - Наш час,
DS4 хетчбек 2011 р. - 2021 р.,
C4 мінівен 2018 р. - 2021 р.,
C4 хетчбек 2004 р. - 2011 р.,
Grand C4 SpaceTourer мінівен 2018 р. - 2021 р.,
C4 хетчбек 2009 р. - Наш час,
C4 мінівен 2006 р. - 2013 р.|
MINI купе 2010 р. - 2015 р.,
MINI універсал 2006 р. - 2014 р.,
MINI купе 2012 р. - 2016 р.,
MINI кабріолет 2011 р. - 2015 р.,
MINI хетчбек 2005 р. - 2013 р.,
MINI кабріолет 2007 р. - 2015 р.,
MINI універсал 2010 р. - 2016 р.|
508 хетчбек 2018 р. - 2021 р.,
508 універсал 2018 р. - 2021 р.,
3008 мінівен 2009 р. - Наш час,
207 хетчбек 2006 р. - Наш час,
308 універсал 2007 р. - Наш час,
207 кабріолет 2007 р. - Наш час,
308 універсал 2014 р. - Наш час,
308 хетчбек 2007 р. - Наш час,
308 хетчбек 2013 р. - Наш час,
308 кабріолет 2009 р. - Наш час,
508 седан 2010 р. - Наш час,
207 універсал 2007 р. - Наш час|
"
t6714029fs,5277,t6714029fs 5277 Натягувач ланцюга, , ,"NISSAN|
","Micra хетчбек 2002 р. - 2010 р.,
Micra кабріолет 2005 р. - Наш час,
Note мінівен 2005 р. - 2012 р.,
Cube хетчбек 2003 р. - 2005 р.|
"
10141323,Profit,10141323 Profit Обвідний ролик, , ,"CITROËN|
MERCEDES-BENZ|
","CX хетчбек 1974 р. - 1985 р.,
CX хетчбек 1985 р. - 1992 р.,
BX універсал 1983 р. - 1994 р.,
CX універсал 1975 р. - 1985 р.|
Vario самосвал 1996 р. - Наш час,
190 седан 1982 р. - 1993 р.,
G-Class позашляховик 1979 р. - 1993 р.,
T2/LN1 легковий фургон 1986 р. - 1994 р.,
E-Class універсал 1993 р. - 1996 р.,
T1 автобус 1977 р. - 1996 р.,
T1 фургон 1982 р. - 1996 р.,
T1 фургон 1977 р. - 1996 р.,
Viano мінівен 2003 р. - Наш час,
Kombi універсал 1985 р. - 1993 р.,
T1/TN з бортом 1981 р. - 1995 р.,
T1 з бортом 1977 р. - 1996 р.,
E-Class седан 1993 р. - 1996 р.,
T1/TN легковий фургон 1981 р. - 1995 р.,
E-Class седан 1984 р. - 1993 р.,
Vario з бортом 1996 р. - Наш час,
Vario автобус 1996 р. - Наш час,
C-Class седан 1993 р. - 2000 р.,
S-Class седан 1991 р. - 1998 р.,
Vario легковий фургон 1996 р. - Наш час,
G-Class позашляховик 1989 р. - Наш час,
T2/LN1 самосвал 1986 р. - 1994 р.|
"
551003810,INA,551003810 INA Натягувач ланцюга, , ,"ALFA ROMEO|
CITROËN|
FIAT|
FORD|
LANCIA|
OPEL|
SUZUKI|
VAUXHALL|
","Mito хетчбек 2008 р. - Наш час|
Nemo фургон 2008 р. - Наш час,
Nemo універсал 2009 р. - Наш час|
Grande Punto хетчбек 2005 р. - Наш час,
Doblo мінівен 2009 р. - Наш час,
Doblo легковий фургон 2010 р. - Наш час,
Doblo мінівен 2001 р. - Наш час,
Idea мінівен 2003 р. - Наш час,
Punto хетчбек 1999 р. - 2012 р.,
Strada пікап 1998 р. - Наш час,
Punto хетчбек 2008 р. - Наш час,
Siena седан 1996 р. - 2021 р.,
500 кабріолет 2009 р. - Наш час,
Qubo мінівен 2008 р. - Наш час,
Panda хетчбек 2003 р. - Наш час,
Strada пікап 2009 р. - Наш час,
Doblo легковий фургон 2000 р. - Наш час,
500 хетчбек 2007 р. - Наш час,
Panda хетчбек 2012 р. - Наш час,
Doblo з бортом 2010 р. - Наш час,
500 хетчбек 2012 р. - Наш час,
Panda фургон 2004 р. - Наш час,
Punto хетчбек 2012 р. - Наш час,
Fiorino легковий фургон 2007 р. - Наш час,
Linea седан 2007 р. - Наш час,
Panda фургон 2012 р. - Наш час,
Punto фургон 2000 р. - 2009 р.,
Grande Punto фургон 2006 р. - Наш час|
Ka хетчбек 2008 р. - Наш час|
Ypsilon хетчбек 2003 р. - 2011 р.,
Musa мінівен 2004 р. - 2012 р.,
Ypsilon хетчбек 2011 р. - Наш час|
Agila хетчбек 2008 р. - Наш час,
Astra фургон 2004 р. - 2010 р.,
Combo мінівен 2012 р. - Наш час,
Corsa фургон 2000 р. - Наш час,
Meriva мінівен 2010 р. - Наш час,
Agila хетчбек 2000 р. - 2007 р.,
Astra седан 2012 р. - Наш час,
Corsa фургон 2006 р. - Наш час,
Astra хетчбек 2004 р. - 2014 р.,
Astra універсал 2010 р. - Наш час,
Corsa хетчбек 2000 р. - 2009 р.,
Meriva мінівен 2003 р. - 2010 р.,
Astra хетчбек 2009 р. - Наш час,
Tigra кабріолет 2004 р. - Наш час,
Astra універсал 2004 р. - 2014 р.,
Corsa хетчбек 2006 р. - Наш час,
Astra седан 2007 р. - 2014 р.,
Combo мінівен 2001 р. - Наш час,
Combo легковий фургон 2001 р. - Наш час,
Astra хетчбек 2005 р. - 2010 р.,
Combo легковий фургон 2012 р. - Наш час|
Wagon R мінівен 2000 р. - Наш час,
Swift хетчбек 2010 р. - Наш час,
Ignis позашляховик 2003 р. - Наш час,
Splash хетчбек 2008 р. - Наш час,
Swift хетчбек 2005 р. - Наш час|
"
210040110,Automega,210040110 Automega Натягувач ланцюга, , ,"AUDI|
","A1 хетчбек 2018 р. - 2021 р.|
"
11311703746,BMW / MINI,11311703746 BMW / MINI Натягувач ланцюга, , ,"BMW|
","3 Series універсал 1999 р. - 2005 р.,
5 Series універсал 2004 р. - 2010 р.,
5 Series седан 1995 р. - 2003 р.,
5 Series універсал 1991 р. - 1997 р.,
7 Series седан 1994 р. - 2001 р.,
5 Series седан 1987 р. - 1995 р.,
X3 позашляховик 2003 р. - 2011 р.,
3 Series хетчбек 1994 р. - 2000 р.,
3 Series седан 1998 р. - 2005 р.,
Z Series купе 1997 р. - 2003 р.,
3 Series хетчбек 2001 р. - 2005 р.,
5 Series універсал 1997 р. - 2004 р.,
5 Series седан 2001 р. - 2010 р.,
3 Series седан 1990 р. - 1998 р.,
7 Series седан 2001 р. - 2009 р.,
3 Series кабріолет 2000 р. - 2007 р.,
3 Series купе 1999 р. - 2006 р.,
3 Series купе 1992 р. - 1999 р.,
Z Series кабріолет 2003 р. - 2009 р.,
3 Series універсал 1995 р. - 1999 р.,
Z Series кабріолет 1995 р. - 2003 р.,
X5 позашляховик 2000 р. - 2007 р.,
3 Series кабріолет 1993 р. - 1999 р.|
"
55197785,General Motors,55197785 General Motors Натягувач ланцюга, , ,"CHEVROLET|
OPEL|
","Aveo седан 2011 р. - Наш час,
Aveo хетчбек 2011 р. - Наш час|
Agila хетчбек 2008 р. - Наш час,
Astra фургон 2004 р. - 2010 р.,
Combo мінівен 2012 р. - Наш час,
Corsa фургон 2000 р. - Наш час,
Meriva мінівен 2010 р. - Наш час,
Agila хетчбек 2000 р. - 2007 р.,
Astra седан 2012 р. - Наш час,
Corsa фургон 2006 р. - Наш час,
Astra хетчбек 2004 р. - 2014 р.,
Astra універсал 2010 р. - Наш час,
Corsa хетчбек 2014 р. - Наш час,
Corsa фургон 2014 р. - Наш час,
Corsa хетчбек 2000 р. - 2009 р.,
Meriva мінівен 2003 р. - 2010 р.,
Astra хетчбек 2009 р. - Наш час,
Tigra кабріолет 2004 р. - Наш час,
Astra універсал 2004 р. - 2014 р.,
Corsa хетчбек 2006 р. - Наш час,
Astra седан 2007 р. - 2014 р.,
Combo з бортом 2012 р. - Наш час,
Combo мінівен 2001 р. - Наш час,
Combo легковий фургон 2001 р. - Наш час,
Astra хетчбек 2005 р. - 2010 р.,
Combo легковий фургон 2012 р. - Наш час|
"
0812029,Trucktec Automotive,08.12.029 Trucktec Automotive Натягувач ланцюга, , ,"BMW|
MINI|
TOYOTA|
","X6 позашляховик 2007 р. - 2021 р.,
X4 позашляховик 2013 р. - Наш час,
4 Series купе 2014 р. - Наш час,
6 Series кабріолет 2011 р. - Наш час,
X1 універсал 2009 р. - 2015 р.,
3 Series універсал 2011 р. - Наш час,
5 Series універсал 2004 р. - 2010 р.,
X5 позашляховик 2006 р. - 2013 р.,
3 Series універсал 2004 р. - 2012 р.,
5 Series універсал 2009 р. - Наш час,
X3 позашляховик 2003 р. - 2011 р.,
1 Series хетчбек 2010 р. - Наш час,
4 Series купе 2013 р. - Наш час,
5 Series седан 2001 р. - 2010 р.,
6 Series купе 2010 р. - Наш час,
7 Series седан 2008 р. - 2015 р.,
X6 позашляховик 2014 р. - Наш час,
3 Series седан 2004 р. - 2011 р.,
2 Series купе 2012 р. - Наш час,
1 Series хетчбек 2011 р. - Наш час,
3 Series седан 2011 р. - Наш час,
X5 позашляховик 2012 р. - Наш час,
4 Series кабріолет 2013 р. - Наш час,
3 Series купе 2005 р. - 2013 р.,
3 Series хетчбек 2012 р. - Наш час,
3 Series кабріолет 2006 р. - 2013 р.,
5 Series седан 2009 р. - 2016 р.,
5 Series хетчбек 2009 р. - Наш час,
6 Series купе 2011 р. - Наш час,
1 Series кабріолет 2008 р. - 2013 р.,
1 Series хетчбек 2003 р. - 2013 р.,
X3 позашляховик 2010 р. - Наш час,
1 Series купе 2006 р. - 2013 р.,
2 Series універсал 2013 р. - Наш час,
1 Series хетчбек 2006 р. - 2012 р.|
MINI хетчбек 2014 р. - Наш час,
MINI купе 2010 р. - 2015 р.,
MINI універсал 2006 р. - 2014 р.,
MINI купе 2012 р. - 2016 р.,
MINI кабріолет 2011 р. - 2015 р.,
MINI хетчбек 2005 р. - 2013 р.,
MINI кабріолет 2007 р. - 2015 р.,
MINI хетчбек 2013 р. - Наш час,
MINI універсал 2010 р. - 2016 р.|
Verso мінівен 2009 р. - Наш час|
"
541482,Maxgear,541482 Maxgear Натягувач ланцюга, , ,"MERCEDES-BENZ|
","Sprinter автобус 2018 р. - 2021 р.,
Sprinter з бортом 2018 р. - 2021 р.,
Sprinter фургон 2018 р. - 2021 р.|
"
KT7004,Autlog,KT7004 Autlog Натягувач ланцюга, , ,"AUDI|
OPEL|
SEAT|
SKODA|
VW|
","A4 седан 2000 р. - 2004 р.,
A1 хетчбек 2010 р. - Наш час,
A4 кабріолет 2002 р. - 2009 р.,
A4 седан 2004 р. - 2008 р.,
A6 універсал 2005 р. - 2011 р.,
A4 універсал 2001 р. - 2004 р.,
A6 седан 2004 р. - 2011 р.,
A3 хетчбек 2003 р. - 2012 р.,
TT кабріолет 2007 р. - 2014 р.,
TT купе 2006 р. - 2014 р.,
A4 універсал 2004 р. - 2008 р.,
A3 хетчбек 2004 р. - 2013 р.|
Kadett седан 1979 р. - 1984 р.|
Leon хетчбек 2005 р. - 2021 р.,
Exeo седан 2008 р. - Наш час,
Altea мінівен 2004 р. - Наш час,
Toledo мінівен 2004 р. - 2009 р.,
Altea мінівен 2006 р. - Наш час,
Exeo універсал 2009 р. - Наш час|
Octavia універсал 2004 р. - 2013 р.,
Octavia хетчбек 2004 р. - 2013 р.|
Golf хетчбек 2008 р. - 2013 р.,
Golf хетчбек 2005 р. - 2013 р.,
Passat седан 2005 р. - 2010 р.,
Golf кабріолет 2011 р. - Наш час,
Polo хетчбек 2009 р. - Наш час,
Scirocco купе 2008 р. - Наш час,
Touran мінівен 2003 р. - 2010 р.,
Passat універсал 2005 р. - 2011 р.,
Jetta седан 2005 р. - 2010 р.,
Golf універсал 2007 р. - 2009 р.,
Eos кабріолет 2006 р. - 2021 р.,
Golf хетчбек 2003 р. - 2009 р.|
"
0212090,Trucktec Automotive,02.12.090 Trucktec Automotive Натягувач ланцюга, ,"FEBI BILSTEIN 18914|
SWAG 10 10 2700|
","MERCEDES-BENZ|
","CLK-Class купе 1997 р. - 2002 р.,
SLR купе 2004 р. - Наш час,
C-Class універсал 1996 р. - 2001 р.,
SL кабріолет 2001 р. - 2012 р.,
CLK-Class кабріолет 1998 р. - 2002 р.,
S-Class купе 1999 р. - 2006 р.,
M-Class позашляховик 1998 р. - 2005 р.,
Vito автобус 2003 р. - Наш час,
SLR кабріолет 2006 р. - Наш час,
E-Class універсал 1996 р. - 2003 р.,
Viano мінівен 2003 р. - Наш час,
R-Class мінівен 2005 р. - Наш час,
S-Class седан 1998 р. - 2005 р.,
SL кабріолет 1989 р. - 2001 р.,
SLK кабріолет 1996 р. - 2004 р.,
CLS купе 2004 р. - 2021 р.,
C-Class купе 2001 р. - 2011 р.,
C-Class седан 2000 р. - 2007 р.,
E-Class седан 1995 р. - 2003 р.,
M-Class позашляховик 2005 р. - 2011 р.,
CLK-Class купе 2002 р. - 2009 р.,
C-Class седан 1993 р. - 2000 р.,
C-Class універсал 2001 р. - 2007 р.,
Vito / Mixto фургон 2003 р. - Наш час,
E-Class седан 2002 р. - 2009 р.,
SLK кабріолет 2004 р. - 2011 р.,
G-Class позашляховик 1989 р. - Наш час,
CLK-Class кабріолет 2003 р. - 2010 р.,
E-Class універсал 2003 р. - 2009 р.|
"
541220,Maxgear,541220 Maxgear Натягувач ланцюга, , ,"AUDI|
SEAT|
SKODA|
VW|
","A1 хетчбек 2010 р. - Наш час,
A3 кабріолет 2008 р. - 2013 р.,
A1 хетчбек 2011 р. - Наш час,
A3 хетчбек 2003 р. - 2012 р.,
A3 хетчбек 2004 р. - 2013 р.|
Leon хетчбек 2005 р. - 2021 р.,
Ibiza універсал 2010 р. - Наш час,
Ibiza купе 2008 р. - Наш час,
Alhambra мінівен 2010 р. - Наш час,
Ibiza хетчбек 2008 р. - Наш час,
Altea мінівен 2004 р. - Наш час,
Toledo хетчбек 2012 р. - Наш час,
Altea мінівен 2006 р. - Наш час|
Roomster мінівен 2006 р. - 2015 р.,
Superb хетчбек 2008 р. - 2015 р.,
Fabia хетчбек 2006 р. - 2014 р.,
Octavia універсал 2004 р. - 2013 р.,
Rapid хетчбек 2012 р. - Наш час,
Octavia хетчбек 2004 р. - 2013 р.,
Superb універсал 2009 р. - 2015 р.,
Fabia універсал 2007 р. - 2014 р.,
Yeti позашляховик 2009 р. - Наш час|
Golf універсал 2009 р. - 2013 р.,
Jetta седан 2005 р. - 2010 р.,
Passat купе 2008 р. - 2012 р.,
CC купе 2011 р. - Наш час,
Sharan мінівен 2010 р. - Наш час,
Beetle кабріолет 2011 р. - Наш час,
Golf хетчбек 2008 р. - 2013 р.,
Jetta седан 2010 р. - Наш час,
Passat седан 2010 р. - 2014 р.,
Passat універсал 2005 р. - 2011 р.,
Beetle хетчбек 2011 р. - Наш час,
Tiguan позашляховик 2007 р. - Наш час,
Golf універсал 2007 р. - 2009 р.,
Passat універсал 2010 р. - 2015 р.,
Polo хетчбек 2009 р. - Наш час,
Touran мінівен 2010 р. - 2015 р.,
Passat седан 2005 р. - 2010 р.,
Golf хетчбек 2005 р. - 2013 р.,
Golf кабріолет 2011 р. - Наш час,
Scirocco купе 2008 р. - Наш час,
Touran мінівен 2003 р. - 2010 р.,
Polo хетчбек 2001 р. - 2012 р.,
Eos кабріолет 2006 р. - 2021 р.,
Golf хетчбек 2003 р. - 2009 р.|
"
11417835443,BMW / MINI,11417835443 BMW / MINI Натягувач ланцюга, , ,,
